index,fen,budget,kind,score,depth,nodes,bestmove
27,6k1/6p1/1R1B1p1p/1p5P/8/P5P1/r1r2P2/6K1 b - - 8 40,100000,cp,441,9,72915,c2f2
27,6k1/6p1/1R1B1p1p/1p5P/8/P5P1/r1r2P2/6K1 b - - 8 40,200000,cp,453,10,114512,c2f2
27,6k1/6p1/1R1B1p1p/1p5P/8/P5P1/r1r2P2/6K1 b - - 8 40,400000,cp,521,12,326649,c2f2
27,6k1/6p1/1R1B1p1p/1p5P/8/P5P1/r1r2P2/6K1 b - - 8 40,1000000,cp,583,14,931777,c2f2
27,6k1/6p1/1R1B1p1p/1p5P/8/P5P1/r1r2P2/6K1 b - - 8 40,2000000,cp,605,16,1903637,c2f2
28,r1bqk2r/p3bpp1/3p2n1/2p1p1Pp/1p1NP2P/1P1PBB2/PNP2P2/R2QK2R b KQkq - 0 11,20000,cp,107,6,18316,e5d4
28,r1bqk2r/p3bpp1/3p2n1/2p1p1Pp/1p1NP2P/1P1PBB2/PNP2P2/R2QK2R b KQkq - 0 11,50000,cp,56,7,46665,e5d4
28,r1bqk2r/p3bpp1/3p2n1/2p1p1Pp/1p1NP2P/1P1PBB2/PNP2P2/R2QK2R b KQkq - 0 11,100000,cp,80,8,66086,e5d4
28,r1bqk2r/p3bpp1/3p2n1/2p1p1Pp/1p1NP2P/1P1PBB2/PNP2P2/R2QK2R b KQkq - 0 11,200000,cp,32,9,166558,e5d4
28,r1bqk2r/p3bpp1/3p2n1/2p1p1Pp/1p1NP2P/1P1PBB2/PNP2P2/R2QK2R b KQkq - 0 11,400000,cp,72,10,346440,e5d4
28,r1bqk2r/p3bpp1/3p2n1/2p1p1Pp/1p1NP2P/1P1PBB2/PNP2P2/R2QK2R b KQkq - 0 11,1000000,cp,36,11,720319,e5d4
28,r1bqk2r/p3bpp1/3p2n1/2p1p1Pp/1p1NP2P/1P1PBB2/PNP2P2/R2QK2R b KQkq - 0 11,2000000,cp,61,12,1150185,e5d4
29,3q2kr/2p2p2/6p1/np1NQ2p/b2P4/2P2P1P/1P3KP1/7R w - - 1 22,20000,cp,0,6,15516,d5f6
29,3q2kr/2p2p2/6p1/np1NQ2p/b2P4/2P2P1P/1P3KP1/7R w - - 1 22,50000,cp,0,9,46539,d5f6
29,3q2kr/2p2p2/6p1/np1NQ2p/b2P4/2P2P1P/1P3KP1/7R w - - 1 22,100000,cp,0,10,67708,d5f6
29,3q2kr/2p2p2/6p1/np1NQ2p/b2P4/2P2P1P/1P3KP1/7R w - - 1 22,200000,cp,0,12,147200,d5f6
29,3q2kr/2p2p2/6p1/np1NQ2p/b2P4/2P2P1P/1P3KP1/7R w - - 1 22,400000,cp,0,14,314859,d5f6
29,3q2kr/2p2p2/6p1/np1NQ2p/b2P4/2P2P1P/1P3KP1/7R w - - 1 22,1000000,cp,0,16,748724,d5f6
29,3q2kr/2p2p2/6p1/np1NQ2p/b2P4/2P2P1P/1P3KP1/7R w - - 1 22,2000000,cp,0,18,1894270,d5f6
30,r3k2r/pp2b1pp/n1bp1n2/qP3p2/2P2N2/P1N1P3/3B2PP/R2QKB1R b KQkq - 0 12,20000,cp,-110,6,12772,a6c5
30,r3k2r/pp2b1pp/n1bp1n2/qP3p2/2P2N2/P1N1P3/3B2PP/R2QKB1R b KQkq - 0 12,50000,cp,-108,7,24971,a6c5
30,r3k2r/pp2b1pp/n1bp1n2/qP3p2/2P2N2/P1N1P3/3B2PP/R2QKB1R b KQkq - 0 12,100000,cp,-135,8,85557,a6c5
30,r3k2r/pp2b1pp/n1bp1n2/qP3p2/2P2N2/P1N1P3/3B2PP/R2QKB1R b KQkq - 0 12,200000,cp,-123,10,177839,a6c5
30,r3k2r/pp2b1pp/n1bp1n2/qP3p2/2P2N2/P1N1P3/3B2PP/R2QKB1R b KQkq - 0 12,400000,cp,-123,10,177839,a6c5
30,r3k2r/pp2b1pp/n1bp1n2/qP3p2/2P2N2/P1N1P3/3B2PP/R2QKB1R b KQkq - 0 12,1000000,cp,-141,13,795626,a6c5
30,r3k2r/pp2b1pp/n1bp1n2/qP3p2/2P2N2/P1N1P3/3B2PP/R2QKB1R b KQkq - 0 12,2000000,cp,-141,15,1851590,a6c5
31,r7/7r/1p2Qpkp/1B4p1/PB6/2R5/6KP/3q4 b - - 4 30,20000,cp,-231,5,19520,h7f7
31,r7/7r/1p2Qpkp/1B4p1/PB6/2R5/6KP/3q4 b - - 4 30,50000,cp,-200,7,47799,h7a7
31,r7/7r/1p2Qpkp/1B4p1/PB6/2R5/6KP/3q4 b - - 4 30,100000,cp,-200,7,47799,h7a7
31,r7/7r/1p2Qpkp/1B4p1/PB6/2R5/6KP/3q4 b - - 4 30,200000,cp,-337,10,191335,h7a7
31,r7/7r/1p2Qpkp/1B4p1/PB6/2R5/6KP/3q4 b - - 4 30,400000,cp,-306,11,264111,h7a7
31,r7/7r/1p2Qpkp/1B4p1/PB6/2R5/6KP/3q4 b - - 4 30,1000000,cp,-291,13,778477,h7a7
31,r7/7r/1p2Qpkp/1B4p1/PB6/2R5/6KP/3q4 b - - 4 30,2000000,cp,-302,14,1174671,h7a7
32,r1bqk2r/pp3p2/2n5/2N1p2p/3p1P1N/BP4n1/2QP2P1/R3KB2 w Qkq - 4 16,20000,cp,-292,5,12060,h4f3
32,r1bqk2r/pp3p2/2n5/2N1p2p/3p1P1N/BP4n1/2QP2P1/R3KB2 w Qkq - 4 16,50000,cp,-254,6,24183,h4f3
32,r1bqk2r/pp3p2/2n5/2N1p2p/3p1P1N/BP4n1/2QP2P1/R3KB2 w Qkq - 4 16,100000,cp,-246,8,81512,h4f3
32,r1bqk2r/pp3p2/2n5/2N1p2p/3p1P1N/BP4n1/2QP2P1/R3KB2 w Qkq - 4 16,200000,cp,-247,9,168082,h4f3
32,r1bqk2r/pp3p2/2n5/2N1p2p/3p1P1N/BP4n1/2QP2P1/R3KB2 w Qkq - 4 16,400000,cp,-216,10,378739,h4f3
32,r1bqk2r/pp3p2/2n5/2N1p2p/3p1P1N/BP4n1/2QP2P1/R3KB2 w Qkq - 4 16,1000000,cp,-224,12,802783,h4f3
32,r1bqk2r/pp3p2/2n5/2N1p2p/3p1P1N/BP4n1/2QP2P1/R3KB2 w Qkq - 4 16,2000000,cp,-252,14,1592175,h4f3
33,R7/6k1/2p5/4N2p/1p3p2/1P4n1/5R1K/2r5 b - - 1 56,20000,cp,-232,6,19431,g3f1
33,R7/6k1/2p5/4N2p/1p3p2/1P4n1/5R1K/2r5 b - - 1 56,50000,cp,-252,7,33072,g3f1
33,R7/6k1/2p5/4N2p/1p3p2/1P4n1/5R1K/2r5 b - - 1 56,100000,cp,-262,8,75626,g3f1
33,R7/6k1/2p5/4N2p/1p3p2/1P4n1/5R1K/2r5 b - - 1 56,200000,cp,-269,10,195378,g3f1
33,R7/6k1/2p5/4N2p/1p3p2/1P4n1/5R1K/2r5 b - - 1 56,400000,cp,-294,11,310587,g3f1
33,R7/6k1/2p5/4N2p/1p3p2/1P4n1/5R1K/2r5 b - - 1 56,1000000,cp,-283,12,529907,g3f1
33,R7/6k1/2p5/4N2p/1p3p2/1P4n1/5R1K/2r5 b - - 1 56,2000000,cp,-283,12,529907,g3f1
34,2kr2nr/pbpq1pbp/1pnpp3/5P2/3PP1PR/2N1BN2/PPP1Q1B1/2KR4 b - - 5 9,20000,cp,-98,6,13752,c8b8
34,2kr2nr/pbpq1pbp/1pnpp3/5P2/3PP1PR/2N1BN2/PPP1Q1B1/2KR4 b - - 5 9,50000,cp,-101,7,28410,c8b8
34,2kr2nr/pbpq1pbp/1pnpp3/5P2/3PP1PR/2N1BN2/PPP1Q1B1/2KR4 b - - 5 9,100000,cp,-113,9,93798,c8b8
34,2kr2nr/pbpq1pbp/1pnpp3/5P2/3PP1PR/2N1BN2/PPP1Q1B1/2KR4 b - - 5 9,200000,cp,-113,9,93798,c8b8
34,2kr2nr/pbpq1pbp/1pnpp3/5P2/3PP1PR/2N1BN2/PPP1Q1B1/2KR4 b - - 5 9,400000,cp,-91,10,389129,c8b8
34,2kr2nr/pbpq1pbp/1pnpp3/5P2/3PP1PR/2N1BN2/PPP1Q1B1/2KR4 b - - 5 9,1000000,cp,-123,11,950573,c8b8
34,2kr2nr/pbpq1pbp/1pnpp3/5P2/3PP1PR/2N1BN2/PPP1Q1B1/2KR4 b - - 5 9,2000000,cp,-99,13,1902813,c8b8
35,2r3k1/6pp/1p1Bbp2/3p4/p7/P3PPK1/1Pr3PP/1R5R b - - 5 29,20000,cp,114,7,15703,c8c6
35,2r3k1/6pp/1p1Bbp2/3p4/p7/P3PPK1/1Pr3PP/1R5R b - - 5 29,50000,cp,114,7,15703,c8c6
35,2r3k1/6pp/1p1Bbp2/3p4/p7/P3PPK1/1Pr3PP/1R5R b - - 5 29,100000,cp,111,8,68540,h7h5
35,2r3k1/6pp/1p1Bbp2/3p4/p7/P3PPK1/1Pr3PP/1R5R b - - 5 29,200000,cp,111,10,190866,h7h5
35,2r3k1/6pp/1p1Bbp2/3p4/p7/P3PPK1/1Pr3PP/1R5R b - - 5 29,400000,cp,130,11,256488,h7h5
35,2r3k1/6pp/1p1Bbp2/3p4/p7/P3PPK1/1Pr3PP/1R5R b - - 5 29,1000000,cp,109,13,779559,h7h5
35,2r3k1/6pp/1p1Bbp2/3p4/p7/P3PPK1/1Pr3PP/1R5R b - - 5 29,2000000,cp,117,15,1616254,h7h5
36,3r4/1k1r3p/1pb1p1p1/2p1Pp1n/5P1b/1PKBBP1P/2P1N3/R4R2 b - - 6 24,20000,cp,57,5,7621,h5g3
36,3r4/1k1r3p/1pb1p1p1/2p1Pp1n/5P1b/1PKBBP1P/2P1N3/R4R2 b - - 6 24,50000,cp,14,7,40729,h5g3
36,3r4/1k1r3p/1pb1p1p1/2p1Pp1n/5P1b/1PKBBP1P/2P1N3/R4R2 b - - 6 24,100000,cp,77,8,96479,h5f6
36,3r4/1k1r3p/1pb1p1p1/2p1Pp1n/5P1b/1PKBBP1P/2P1N3/R4R2 b - - 6 24,200000,cp,60,9,111566,h5f6
36,3r4/1k1r3p/1pb1p1p1/2p1Pp1n/5P1b/1PKBBP1P/2P1N3/R4R2 b - - 6 24,400000,cp,58,11,334892,h5f6
36,3r4/1k1r3p/1pb1p1p1/2p1Pp1n/5P1b/1PKBBP1P/2P1N3/R4R2 b - - 6 24,1000000,cp,63,13,760120,h5f6
36,3r4/1k1r3p/1pb1p1p1/2p1Pp1n/5P1b/1PKBBP1P/2P1N3/R4R2 b - - 6 24,2000000,cp,57,14,1205264,h5f6
37,2k5/3p1Q2/p1p5/2b3p1/8/P1P3N1/1P1q1P2/6K1 b - - 0 31,20000,cp,145,6,16920,c8c7
37,2k5/3p1Q2/p1p5/2b3p1/8/P1P3N1/1P1q1P2/6K1 b - - 0 31,50000,cp,160,7,32570,d2b2
37,2k5/3p1Q2/p1p5/2b3p1/8/P1P3N1/1P1q1P2/6K1 b - - 0 31,100000,cp,166,9,79660,d2b2
37,2k5/3p1Q2/p1p5/2b3p1/8/P1P3N1/1P1q1P2/6K1 b - - 0 31,200000,cp,157,11,198742,d2b2
37,2k5/3p1Q2/p1p5/2b3p1/8/P1P3N1/1P1q1P2/6K1 b - - 0 31,400000,cp,153,12,327188,d2b2
37,2k5/3p1Q2/p1p5/2b3p1/8/P1P3N1/1P1q1P2/6K1 b - - 0 31,1000000,cp,163,13,652612,d2b2
37,2k5/3p1Q2/p1p5/2b3p1/8/P1P3N1/1P1q1P2/6K1 b - - 0 31,2000000,cp,167,14,1218020,d2b2
38,2r4k/R5pp/1pp5/8/8/1P1B4/P1P2P1r/2KN4 b - - 0 26,20000,cp,-195,5,11121,h7h5
38,2r4k/R5pp/1pp5/8/8/1P1B4/P1P2P1r/2KN4 b - - 0 26,50000,cp,-178,6,24095,c8d8
38,2r4k/R5pp/1pp5/8/8/1P1B4/P1P2P1r/2KN4 b - - 0 26,100000,cp,-167,7,77201,h7h5
38,2r4k/R5pp/1pp5/8/8/1P1B4/P1P2P1r/2KN4 b - - 0 26,200000,cp,-196,8,199640,h2h1
38,2r4k/R5pp/1pp5/8/8/1P1B4/P1P2P1r/2KN4 b - - 0 26,400000,cp,-185,10,391314,h2h1
38,2r4k/R5pp/1pp5/8/8/1P1B4/P1P2P1r/2KN4 b - - 0 26,1000000,cp,-179,11,675020,h2h1
38,2r4k/R5pp/1pp5/8/8/1P1B4/P1P2P1r/2KN4 b - - 0 26,2000000,cp,-174,14,1921096,h7h5
39,r4b1r/p2b2pk/n2p3p/1B1q1p2/4p3/PP2P2P/1BQ2PP1/2K3NR w - - 0 17,20000,cp,-159,7,17060,b5a6
39,r4b1r/p2b2pk/n2p3p/1B1q1p2/4p3/PP2P2P/1BQ2PP1/2K3NR w - - 0 17,50000,cp,-147,9,40825,b5a6
39,r4b1r/p2b2pk/n2p3p/1B1q1p2/4p3/PP2P2P/1BQ2PP1/2K3NR w - - 0 17,100000,cp,-184,11,97965,b5a6
39,r4b1r/p2b2pk/n2p3p/1B1q1p2/4p3/PP2P2P/1BQ2PP1/2K3NR w - - 0 17,200000,cp,-195,12,170968,b5a6
39,r4b1r/p2b2pk/n2p3p/1B1q1p2/4p3/PP2P2P/1BQ2PP1/2K3NR w - - 0 17,400000,cp,-209,13,288381,b5a6
39,r4b1r/p2b2pk/n2p3p/1B1q1p2/4p3/PP2P2P/1BQ2PP1/2K3NR w - - 0 17,1000000,cp,-199,14,559821,b5a6
39,r4b1r/p2b2pk/n2p3p/1B1q1p2/4p3/PP2P2P/1BQ2PP1/2K3NR w - - 0 17,2000000,cp,-199,14,559821,b5a6
40,2r1k1nr/p2q2pp/5p2/1p1B4/1b2P1b1/1P1Q4/P2P3P/R1B1K1NR w KQk - 4 13,20000,cp,-32,6,11071,a2a3
40,2r1k1nr/p2q2pp/5p2/1p1B4/1b2P1b1/1P1Q4/P2P3P/R1B1K1NR w KQk - 4 13,50000,cp,-61,8,49808,a2a3
40,2r1k1nr/p2q2pp/5p2/1p1B4/1b2P1b1/1P1Q4/P2P3P/R1B1K1NR w KQk - 4 13,100000,cp,-61,8,49808,a2a3
40,2r1k1nr/p2q2pp/5p2/1p1B4/1b2P1b1/1P1Q4/P2P3P/R1B1K1NR w KQk - 4 13,200000,cp,-91,10,161978,a2a3
40,2r1k1nr/p2q2pp/5p2/1p1B4/1b2P1b1/1P1Q4/P2P3P/R1B1K1NR w KQk - 4 13,400000,cp,-102,11,277103,a2a3
40,2r1k1nr/p2q2pp/5p2/1p1B4/1b2P1b1/1P1Q4/P2P3P/R1B1K1NR w KQk - 4 13,1000000,cp,-102,11,277103,a2a3
40,2r1k1nr/p2q2pp/5p2/1p1B4/1b2P1b1/1P1Q4/P2P3P/R1B1K1NR w KQk - 4 13,2000000,cp,-101,14,1838719,a2a3
41,8/8/6k1/3p2p1/p2P4/B1P5/1P3K2/3b4 b - - 5 46,20000,cp,107,8,13246,g6f5
41,8/8/6k1/3p2p1/p2P4/B1P5/1P3K2/3b4 b - - 5 46,50000,cp,127,11,38051,g6f5
41,8/8/6k1/3p2p1/p2P4/B1P5/1P3K2/3b4 b - - 5 46,100000,cp,122,13,88958,g6f5
41,8/8/6k1/3p2p1/p2P4/B1P5/1P3K2/3b4 b - - 5 46,200000,cp,122,16,194945,g6f5
41,8/8/6k1/3p2p1/p2P4/B1P5/1P3K2/3b4 b - - 5 46,400000,cp,122,18,292570,g6f5
41,8/8/6k1/3p2p1/p2P4/B1P5/1P3K2/3b4 b - - 5 46,1000000,cp,122,25,952647,g6f5
41,8/8/6k1/3p2p1/p2P4/B1P5/1P3K2/3b4 b - - 5 46,2000000,cp,122,27,1604950,g6f5
42,8/3k4/6n1/6P1/8/8/3K4/8 b - - 4 62,20000,cp,292,8,15968,d7e6
42,8/3k4/6n1/6P1/8/8/3K4/8 b - - 4 62,50000,cp,299,9,33605,d7e6
42,8/3k4/6n1/6P1/8/8/3K4/8 b - - 4 62,100000,cp,305,11,87919,d7e6
42,8/3k4/6n1/6P1/8/8/3K4/8 b - - 4 62,200000,cp,307,12,145325,d7e6
42,8/3k4/6n1/6P1/8/8/3K4/8 b - - 4 62,400000,cp,312,14,388900,d7e6
42,8/3k4/6n1/6P1/8/8/3K4/8 b - - 4 62,1000000,cp,314,15,586731,d7e6
42,8/3k4/6n1/6P1/8/8/3K4/8 b - - 4 62,2000000,cp,316,18,1718270,d7e6
43,3r2k1/p1q2pn1/5R2/1p4Pp/2pPB1b1/8/PP3Q2/5NK1 w - - 4 30,20000,cp,-5,5,6525,f6c6
43,3r2k1/p1q2pn1/5R2/1p4Pp/2pPB1b1/8/PP3Q2/5NK1 w - - 4 30,50000,cp,-3,7,46640,d4d5
43,3r2k1/p1q2pn1/5R2/1p4Pp/2pPB1b1/8/PP3Q2/5NK1 w - - 4 30,100000,cp,21,8,76792,d4d5
43,3r2k1/p1q2pn1/5R2/1p4Pp/2pPB1b1/8/PP3Q2/5NK1 w - - 4 30,200000,cp,-7,9,145141,d4d5
43,3r2k1/p1q2pn1/5R2/1p4Pp/2pPB1b1/8/PP3Q2/5NK1 w - - 4 30,400000,cp,-2,10,257297,d4d5
43,3r2k1/p1q2pn1/5R2/1p4Pp/2pPB1b1/8/PP3Q2/5NK1 w - - 4 30,1000000,cp,2,12,769604,d4d5
43,3r2k1/p1q2pn1/5R2/1p4Pp/2pPB1b1/8/PP3Q2/5NK1 w - - 4 30,2000000,cp,0,14,1801536,d4d5
44,8/7b/7P/8/5k2/8/7K/8 w - - 20 68,20000,cp,-312,10,19401,h2g2
44,8/7b/7P/8/5k2/8/7K/8 w - - 20 68,50000,cp,-311,11,36055,h2g2
44,8/7b/7P/8/5k2/8/7K/8 w - - 20 68,100000,cp,-328,13,82327,h2g2
44,8/7b/7P/8/5k2/8/7K/8 w - - 20 68,200000,cp,-341,15,165936,h2g2
44,8/7b/7P/8/5k2/8/7K/8 w - - 20 68,400000,cp,-350,17,301410,h2g2
44,8/7b/7P/8/5k2/8/7K/8 w - - 20 68,1000000,cp,-364,20,856216,h2g2
44,8/7b/7P/8/5k2/8/7K/8 w - - 20 68,2000000,cp,-365,22,1492475,h2g2
45,5R2/p7/4k3/8/2pp3p/P7/1P2n2P/7K w - - 0 36,20000,cp,160,7,11382,f8e8
45,5R2/p7/4k3/8/2pp3p/P7/1P2n2P/7K w - - 0 36,50000,cp,166,8,35879,f8e8
45,5R2/p7/4k3/8/2pp3p/P7/1P2n2P/7K w - - 0 36,100000,cp,80,10,91671,f8e8
45,5R2/p7/4k3/8/2pp3p/P7/1P2n2P/7K w - - 0 36,200000,cp,111,11,153530,f8e8
45,5R2/p7/4k3/8/2pp3p/P7/1P2n2P/7K w - - 0 36,400000,cp,151,13,292415,f8e8
45,5R2/p7/4k3/8/2pp3p/P7/1P2n2P/7K w - - 0 36,1000000,cp,150,16,980237,f8e8
45,5R2/p7/4k3/8/2pp3p/P7/1P2n2P/7K w - - 0 36,2000000,cp,139,17,1842691,f8e8
46,5k2/5P2/2n1P3/5K2/8/8/8/8 b - - 14 79,20000,cp,64,10,16358,f8e7
46,5k2/5P2/2n1P3/5K2/8/8/8/8 b - - 14 79,50000,cp,64,13,39978,f8e7
46,5k2/5P2/2n1P3/5K2/8/8/8/8 b - - 14 79,100000,cp,64,16,90300,f8e7
46,5k2/5P2/2n1P3/5K2/8/8/8/8 b - - 14 79,200000,cp,64,19,164164,f8e7
46,5k2/5P2/2n1P3/5K2/8/8/8/8 b - - 14 79,400000,cp,64,20,202856,f8e7
46,5k2/5P2/2n1P3/5K2/8/8/8/8 b - - 14 79,1000000,cp,64,21,562445,f8e7
46,5k2/5P2/2n1P3/5K2/8/8/8/8 b - - 14 79,2000000,cp,38,22,1308051,f8e7
47,8/5Q2/kp6/2q4p/7P/P3N1P1/4b2K/8 w - - 6 43,20000,cp,151,5,12143,f7e6
47,8/5Q2/kp6/2q4p/7P/P3N1P1/4b2K/8 w - - 6 43,50000,cp,132,7,49540,f7e6
47,8/5Q2/kp6/2q4p/7P/P3N1P1/4b2K/8 w - - 6 43,100000,cp,147,8,78305,f7e8
47,8/5Q2/kp6/2q4p/7P/P3N1P1/4b2K/8 w - - 6 43,200000,cp,131,10,130782,f7e8
47,8/5Q2/kp6/2q4p/7P/P3N1P1/4b2K/8 w - - 6 43,400000,cp,101,12,350090,f7e8
47,8/5Q2/kp6/2q4p/7P/P3N1P1/4b2K/8 w - - 6 43,1000000,cp,92,13,735514,f7e8
47,8/5Q2/kp6/2q4p/7P/P3N1P1/4b2K/8 w - - 6 43,2000000,cp,92,15,1378549,f7e8
48,8/5N2/5kp1/6Np/3b2P1/2nP1K1P/5P2/8 b - - 0 42,20000,cp,-94,7,12585,c3d1
48,8/5N2/5kp1/6Np/3b2P1/2nP1K1P/5P2/8 b - - 0 42,50000,cp,-58,9,34097,c3d1
48,8/5N2/5kp1/6Np/3b2P1/2nP1K1P/5P2/8 b - - 0 42,100000,cp,-79,11,71690,c3d1
48,8/5N2/5kp1/6Np/3b2P1/2nP1K1P/5P2/8 b - - 0 42,200000,cp,-102,13,154815,c3d1
48,8/5N2/5kp1/6Np/3b2P1/2nP1K1P/5P2/8 b - - 0 42,400000,cp,-102,13,154815,c3d1
48,8/5N2/5kp1/6Np/3b2P1/2nP1K1P/5P2/8 b - - 0 42,1000000,cp,-121,14,668368,c3d1
48,8/5N2/5kp1/6Np/3b2P1/2nP1K1P/5P2/8 b - - 0 42,2000000,cp,-121,14,668368,c3d1
49,r3kb1r/p2n1ppp/2pqp3/1p1n1b2/2PP4/5NP1/P2BPPBP/RN1Q1RK1 b kq - 0 10,20000,cp,65,6,8256,b5c4
49,r3kb1r/p2n1ppp/2pqp3/1p1n1b2/2PP4/5NP1/P2BPPBP/RN1Q1RK1 b kq - 0 10,50000,cp,34,7,22061,b5c4
49,r3kb1r/p2n1ppp/2pqp3/1p1n1b2/2PP4/5NP1/P2BPPBP/RN1Q1RK1 b kq - 0 10,100000,cp,26,8,60977,b5c4
49,r3kb1r/p2n1ppp/2pqp3/1p1n1b2/2PP4/5NP1/P2BPPBP/RN1Q1RK1 b kq - 0 10,200000,cp,26,9,143187,b5c4
49,r3kb1r/p2n1ppp/2pqp3/1p1n1b2/2PP4/5NP1/P2BPPBP/RN1Q1RK1 b kq - 0 10,400000,cp,41,10,211561,b5c4
49,r3kb1r/p2n1ppp/2pqp3/1p1n1b2/2PP4/5NP1/P2BPPBP/RN1Q1RK1 b kq - 0 10,1000000,cp,9,12,853285,b5c4
49,r3kb1r/p2n1ppp/2pqp3/1p1n1b2/2PP4/5NP1/P2BPPBP/RN1Q1RK1 b kq - 0 10,2000000,cp,-9,13,1835557,b5c4
50,3r2r1/pp3nkp/8/2B5/2PN3P/1P5b/P7/1K2R3 w - - 1 28,20000,cp,-341,5,7671,e1e3
50,3r2r1/pp3nkp/8/2B5/2PN3P/1P5b/P7/1K2R3 w - - 1 28,50000,cp,-326,8,44420,d4e6
50,3r2r1/pp3nkp/8/2B5/2PN3P/1P5b/P7/1K2R3 w - - 1 28,100000,cp,-324,9,67649,d4e6
50,3r2r1/pp3nkp/8/2B5/2PN3P/1P5b/P7/1K2R3 w - - 1 28,200000,cp,-324,9,67649,d4e6
50,3r2r1/pp3nkp/8/2B5/2PN3P/1P5b/P7/1K2R3 w - - 1 28,400000,cp,-362,11,359161,d4e6
50,3r2r1/pp3nkp/8/2B5/2PN3P/1P5b/P7/1K2R3 w - - 1 28,1000000,cp,-361,12,580139,d4e6
50,3r2r1/pp3nkp/8/2B5/2PN3P/1P5b/P7/1K2R3 w - - 1 28,2000000,cp,-386,13,1358240,d4e6
51,2kr3r/1p2p3/1bn2p2/5b2/5Ppp/N1B3P1/PP4BK/R3NR2 w - - 1 24,20000,cp,103,6,11726,a3c4
51,2kr3r/1p2p3/1bn2p2/5b2/5Ppp/N1B3P1/PP4BK/R3NR2 w - - 1 24,50000,cp,61,7,30675,a3c4
51,2kr3r/1p2p3/1bn2p2/5b2/5Ppp/N1B3P1/PP4BK/R3NR2 w - - 1 24,100000,cp,43,9,96180,a3c4
51,2kr3r/1p2p3/1bn2p2/5b2/5Ppp/N1B3P1/PP4BK/R3NR2 w - - 1 24,200000,cp,80,10,148174,a3c4
51,2kr3r/1p2p3/1bn2p2/5b2/5Ppp/N1B3P1/PP4BK/R3NR2 w - - 1 24,400000,cp,91,11,263362,a3c4
51,2kr3r/1p2p3/1bn2p2/5b2/5Ppp/N1B3P1/PP4BK/R3NR2 w - - 1 24,1000000,cp,89,12,472559,a3c4
51,2kr3r/1p2p3/1bn2p2/5b2/5Ppp/N1B3P1/PP4BK/R3NR2 w - - 1 24,2000000,cp,65,13,1256343,g3h4
52,3r3r/1k4bp/p7/qp2p3/1R2P3/2p2NPR/4PP2/1Q2K3 w - - 1 26,20000,cp,-477,5,18457,e1f1
52,3r3r/1k4bp/p7/qp2p3/1R2P3/2p2NPR/4PP2/1Q2K3 w - - 1 26,50000,cp,-466,7,31065,e1f1
52,3r3r/1k4bp/p7/qp2p3/1R2P3/2p2NPR/4PP2/1Q2K3 w - - 1 26,100000,cp,-442,9,97054,e1f1
52,3r3r/1k4bp/p7/qp2p3/1R2P3/2p2NPR/4PP2/1Q2K3 w - - 1 26,200000,cp,-428,10,178260,e1f1
52,3r3r/1k4bp/p7/qp2p3/1R2P3/2p2NPR/4PP2/1Q2K3 w - - 1 26,400000,cp,-458,12,396421,e1f1
52,3r3r/1k4bp/p7/qp2p3/1R2P3/2p2NPR/4PP2/1Q2K3 w - - 1 26,1000000,cp,-443,14,943006,e1f1
52,3r3r/1k4bp/p7/qp2p3/1R2P3/2p2NPR/4PP2/1Q2K3 w - - 1 26,2000000,cp,-460,15,1346409,e1f1
53,1k6/7p/8/q7/2P5/3P1Q2/2K1B3/8 w - - 3 43,20000,cp,484,6,19139,f3f8
53,1k6/7p/8/q7/2P5/3P1Q2/2K1B3/8 w - - 3 43,50000,cp,484,6,19139,f3f8
53,1k6/7p/8/q7/2P5/3P1Q2/2K1B3/8 w - - 3 43,100000,cp,557,8,92807,f3f4
53,1k6/7p/8/q7/2P5/3P1Q2/2K1B3/8 w - - 3 43,200000,cp,580,9,161436,f3f4
53,1k6/7p/8/q7/2P5/3P1Q2/2K1B3/8 w - - 3 43,400000,cp,586,10,309724,f3f4
53,1k6/7p/8/q7/2P5/3P1Q2/2K1B3/8 w - - 3 43,1000000,cp,616,11,683416,f3f4
53,1k6/7p/8/q7/2P5/3P1Q2/2K1B3/8 w - - 3 43,2000000,cp,634,13,1696409,f3f4
54,r4rk1/pp2b1p1/4pn1p/2pp4/5B1P/P1N1P3/1PP1BPP1/R3K3 b Q - 1 14,20000,cp,152,6,17799,a8c8
54,r4rk1/pp2b1p1/4pn1p/2pp4/5B1P/P1N1P3/1PP1BPP1/R3K3 b Q - 1 14,50000,cp,159,7,33528,a8c8
54,r4rk1/pp2b1p1/4pn1p/2pp4/5B1P/P1N1P3/1PP1BPP1/R3K3 b Q - 1 14,100000,cp,161,8,69273,d5d4
54,r4rk1/pp2b1p1/4pn1p/2pp4/5B1P/P1N1P3/1PP1BPP1/R3K3 b Q - 1 14,200000,cp,160,9,177095,g8f7
54,r4rk1/pp2b1p1/4pn1p/2pp4/5B1P/P1N1P3/1PP1BPP1/R3K3 b Q - 1 14,400000,cp,156,10,284742,g8f7
54,r4rk1/pp2b1p1/4pn1p/2pp4/5B1P/P1N1P3/1PP1BPP1/R3K3 b Q - 1 14,1000000,cp,146,11,647343,g8f7
54,r4rk1/pp2b1p1/4pn1p/2pp4/5B1P/P1N1P3/1PP1BPP1/R3K3 b Q - 1 14,2000000,cp,151,13,1330748,d5d4
