fen,stockfish_eval_cp,stockfish_bestmove,stockfish_depth,B_eval_cp
"r1bq1Bk1/p7/2pb2p1/3p3p/3P3n/2pB1P2/PP2Q1P1/R2KRN2 b - - 0 18",16,c3b2,8,50.0
"8/8/1P1R4/8/p1k5/r7/3K4/8 b - - 0 77",-4,a3a2,8,-57.0
"r4rk1/pbppqppp/np3n2/P7/2P5/4PN2/1P2BPPP/R1BQK2R w KQ - 3 10",17,h2h3,8,4.0
"8/5pk1/6p1/R6p/7P/6P1/3r1pK1/8 b - - 17 51",30,g7f8,8,362.0
"8/6k1/4nb2/Q7/3P4/P3q3/1P1R4/K2B2r1 b - - 0 50",156,e3b3,8,152.0
"2kr1b1r/p7/1q1p2pP/4p1P1/1np1b2N/2B5/PP4BK/R2Q1R2 b - - 1 21",-84,e4g2,8,-56.0
"rnbqr1k1/5pp1/1p3n1p/p2p4/Pb1P3P/2NQ1P2/1PP1N1P1/R1B1KB1R w Q - 0 10",91,e1f2,8,-49.0
"r4r1k/1p6/1nppQ2p/p5q1/Pb2PP2/1B5P/6P1/R4RK1 b - - 0 25",516,g5f6,8,216.0
"1k6/1bp5/p2pRn2/1p6/7r/P5N1/1PP2P2/2K2B2 b - - 3 22",31,h4f4,8,67.0
"rn1q1rk1/6pp/3b1n2/pB1p1b2/R7/NQP2N2/1P3PPP/2B1K2R b K - 6 12",61,b8d7,8,47.0
"r4rk1/pp1bqn1p/5p2/3Q2pP/2B2P2/P3b3/1P1B2P1/R3K1NR w - - 0 16",-42,d2e3,8,135.0
"8/2r2p2/4pk2/2r5/8/P7/4RP2/K2R4 b - - 0 38",41,f6g5,8,282.0
"1k1rqb1r/p1n5/bppp1npp/4pB2/3PP3/P1N2NP1/1PPB1P2/2KRQ2R w - - 0 15",40,d4e5,8,2.0
"1n3rk1/r3p1bp/2pq1np1/p2p1bN1/3P1P2/4P3/P1PNB2P/1RBQ1RK1 b - - 4 12",26,a5a4,8,165.0
"3q4/1k6/1p1RQ1p1/p1p2p2/2P1pP1P/1P6/P2R2K1/8 b - - 0 39",-785,d8c7,8,-1072.0
"R7/5r2/3pk3/8/1PK5/8/8/8 b - - 3 44",-1,f7f1,8,-110.0
"r1k4r/1pn2ppp/4p3/p1bpPPB1/P7/1qPB2PP/4Q3/R3K2R w KQ - 0 17",18,e1f1,8,50.0
"4r1k1/2p3pp/1p5q/p2p1Qn1/2bP3N/2P1P1PP/P5K1/R6R w - - 0 19",35,f5d7,8,108.0
"8/7R/7P/5pk1/1b1Qb1p1/4P3/r3BPP1/4qNK1 w - - 2 34",696,h7g7,8,192.0
"1q2k2r/5p1p/p4np1/3pb3/b2N4/2BPP2P/2P3Q1/2RK1R2 w - - 0 24",378,d4e2,8,160.0
"r1b1r1k1/4qp2/2p2n1p/1Pbpn1pP/p2N4/1PB1PP2/2PQN1P1/1K1R1B1R b - - 1 14",210,a4b3,8,83.0
"6k1/p7/7P/P7/8/1p6/5K2/r7 b - - 0 37",590,a1a5,8,577.0
"r4k2/pR1R4/1p4pp/2p5/4n3/P5P1/P1P4P/6K1 w - - 0 31",615,d7f7,8,433.0
"8/8/8/4BK2/5p1p/1k2r3/8/R7 b - - 1 71",-17,e3d3,8,-95.0
"2r2kr1/p2bb3/P1p1p1pp/1p2Bp2/3P1P1q/1PN1P2P/1KP1B1Q1/R7 w - - 0 22",102,e2f3,8,-40.0
"8/k1p5/pp2n3/4B2p/PP2b3/3Q2P1/1KB3q1/8 w - - 1 44",475,d3e4,8,25.0
"r1bq1r1k/pp2b1pp/2p1n3/3ppp2/PP1P1P2/2P1N3/4N2P/1RBQ2RK w - - 0 15",-141,d4e5,8,-158.0
"1k1r1bnr/2pq1pp1/bp2p2p/3pP2P/Pp1P4/2P4R/3NNPP1/R1BQK3 w Q - 0 11",113,a4a5,8,71.0
"1k3b1r/8/p1p3pn/P3P2p/4NP2/4P3/1r3P1P/3R1K2 b - - 1 21",592,b8a7,8,172.0
"r2r2k1/2q2pp1/2p1bnnp/4p3/pP2P3/4BNPP/2Q2P2/1R2RBK1 w - - 0 22",35,b4b5,8,-91.0
"2kr3r/1p2p3/1bn2p2/5b2/5Ppp/N1B3P1/PP4BK/R3NR2 w - - 1 24",39,a3c4,8,125.0
"r2q1rk1/1b1p1p2/5n1p/1p2p1p1/4P3/3BB3/P3QPPP/1R3RK1 w - - 0 14",101,b1b5,8,103.0
"6R1/8/2r5/5n2/7p/B4k2/7K/8 b - - 17 68",26,c6c2,8,46.0
"2R5/1p4rk/1p1P4/4n3/p2Rpr1P/8/P3P2K/8 w - - 2 34",-454,c8c3,8,-240.0
"r2q1rk1/P2bppb1/2p5/2B5/3PpNp1/1Q2P1P1/7P/R4RK1 b - - 0 21",-337,f8e8,8,-70.0
"8/3k4/4p2P/1K1p4/3P1P2/8/8/8 b - - 0 58",-598,d7e7,8,-308.0
"1k1r1r2/p1p5/1p2p2p/8/2q1P3/P3R2P/1P1BQnKP/R7 b - - 11 21",357,f2d3,8,283.0
"8/5k2/2r1p3/2bp1pQ1/8/1P3PPp/3B3P/1q1BKR2 w - - 0 30",240,g5h5,8,133.0
"8/8/8/8/6p1/5r1k/8/R5K1 w - - 4 76",-65,a1c1,8,-273.0
"1k1r4/pppb4/8/3Q4/5q2/1PK5/P1P2n2/R6R b - - 5 32",591,f4f6,8,436.0
"r1bq1r2/p4kp1/1pn2n1p/2pp1p2/3Pp3/PPP1P3/4BPPP/RNBQK2R w KQ - 2 9",-36,e1g1,8,-159.0
"5r2/5p2/k1q3pp/p3P3/P1p1pP2/2p1r2P/2Q2R2/3R2K1 w - - 0 38",272,d1d6,8,-489.0
"3kn3/8/n1K1P3/P1P5/3N4/8/8/8 w - - 5 53",100,d4f5,8,357.0
"8/3R1p2/4k3/2p2p2/5P2/r7/P1PPN3/4bK2 w - - 12 44",173,d7d8,8,257.0
"4r1k1/2pq2p1/1p1p1p2/7r/p2N1B1P/2PQ2K1/P7/6R1 b - - 1 26",222,h5c5,8,362.0
"2kB1b1r/pbpp4/1pn3qn/7N/P2Pp1P1/2P4P/1P4B1/R2Q1RK1 b - - 0 14",148,c6d8,8,-148.0
"6Q1/p2rk3/8/4p3/3b1q2/6p1/PP4PP/3R3K w - - 0 36",-290,g8c4,8,-264.0
"r1bq1rk1/pp2b1pp/2np1n2/4pp2/2P5/3B1P1N/PPNB2PP/R2Q1R1K b - - 1 12",197,g8h8,8,87.0
"5b2/5b2/2k2P2/p4R2/2p1pP1p/P1NpP2P/7r/R3K3 w Q - 1 28",-145,a1b1,8,42.0
"2bqr1k1/2r2pb1/pQ1p1np1/P7/1p1P4/4B3/1P2BPPP/RN3RK1 b - - 4 14",358,f6d5,8,129.0
"r4b1r/5pp1/1nk2p2/p2p1N1p/5B1P/P1P5/1P3PP1/2KR3R b - - 3 18",-67,g7g6,8,5.0
"r4k2/5p2/4n3/ppbr2Pp/4pp1N/7P/PP3PK1/1RB4R b - - 5 25",538,a8d8,8,-19.0
"r1bqk3/pppp3r/7p/2bnPpp1/PnP5/4P3/5PPP/RNBQKB1R w KQ - 0 9",61,c4d5,8,13.0
"7r/1b2bk1p/4np2/5p2/3N1N1P/2q1PPP1/5K2/3Q3R w - - 0 21",141,f4e6,8,-24.0
"5R2/p7/4k3/8/2pp3p/P7/1P2n2P/7K w - - 0 36",228,h1g2,8,-38.0
"5b1r/4n2p/1k3B1P/n6R/b1p5/P3P3/4BPP1/4K3 b - - 2 24",332,h8g8,8,253.0
"r4b1R/5k2/1p3p2/1b1P4/p1p5/2N1P2P/3B1K2/8 w - - 0 32",158,c3b5,8,34.0
"3r2k1/1pp3p1/5pb1/6Pp/pPP1r2P/P2P1P2/1BK2Q2/4qB1R w - - 0 29",-195,f2e1,8,-240.0
"2kr3r/pppbqpb1/2np1n2/3P3p/4Pp2/1PN5/PB1Q1NP1/1K1R1B1R b - - 0 13",217,c6e5,8,-10.0
"1b3rk1/5p2/6p1/2P3Qp/1p1RQ3/7q/5P2/4N1K1 b - - 2 33",0,b8h2,8,-400.0
"2rq1rk1/Q2b1pp1/4p3/2p4p/1n3P2/3BPN1P/PP2K1P1/R1R5 w - - 1 15",15,d3c4,8,-129.0
"8/8/3q4/8/1k6/6P1/2Qp1P2/6K1 w - - 21 57",178,c2b2,8,-81.0
"1k6/3r4/1p2B3/4n3/3Q1N2/P1K1P3/P6q/8 w - - 9 29",529,e6d7,8,135.0
"2k5/7p/1p1n4/p2p4/P1rP2P1/2p2PKP/P7/2RR4 b - - 2 28",-287,b6b5,8,-137.0
"8/8/5rk1/6b1/4pn2/8/3R4/5R1K w - - 0 42",-283,d2a2,8,-322.0
"8/4rk2/8/B1pb4/P2p4/3P2P1/1K6/4R3 w - - 3 29",41,e1e7,8,208.0
"r3k2r/2pn1p2/1p2p2p/p3n3/2PpNbPP/BP1P3R/P3BP2/R2K4 w kq - 0 18",-27,a3c1,8,88.0
"3Q4/7k/3p3p/3Pb3/4P2P/1r4PK/4R2N/7q w - - 33 55",163,e2g2,8,350.0
"2rqk1r1/p4p1p/1p1pnp1b/8/2P1P3/2NQ3P/PP3P1P/3RKB1R w K - 7 16",225,d3f3,8,216.0
"2kr4/1p1qn3/3b1R2/1P2n1p1/3pQ2r/3P4/P1NBN1K1/R7 w - - 0 22",-465,a1c1,8,-87.0
"8/4p3/8/4rk2/8/1P5R/2P4P/7K b - - 0 40",5,e5e1,8,-127.0
"6R1/r7/6p1/6k1/5p2/5P2/5K2/8 b - - 27 77",-14,a7h7,8,152.0
"r7/1p2q1k1/p4n1p/P3r1p1/5p2/2N4P/1PQB2P1/5RK1 b - - 3 26",402,a8c8,8,143.0
"8/4Bp2/6kp/4P3/r5P1/5K2/8/8 b - - 64 80",323,h6h5,8,355.0
"1r2b2k/ppp3b1/P1n1p3/3p2p1/2qP4/2P1P1P1/6B1/1Q3RK1 b - - 0 23",378,b7a6,8,586.0
"r4b1r/pbpq1kp1/1pn2P2/5p2/8/2N2N2/PPPBQ1PP/R3K2R w KQ - 1 13",239,f6g7,8,47.0
"8/1p3r2/pR3pk1/8/3R4/1P4KP/1r1P4/8 w - - 3 27",22,h3h4,8,-13.0
"r2qk1nr/pbppp2P/8/3P2p1/Q1p1P3/2P4P/P5PR/R3KBN1 b Qkq - 0 10",-102,g8f6,8,-143.0
"6k1/p4p2/6p1/6Pp/r4p1P/5N1q/3Q1K2/6R1 b - - 9 53",0,a4a3,8,65.0
"rnbq1rk1/2p3pp/3Npn2/3p1p2/8/p2P1NPP/2Q2PB1/R1B2RK1 b - - 0 10",118,c7d6,8,-152.0
"4R3/p1pk3p/1pNb4/1P1P1P1r/5p1q/3Q1PrP/6P1/R6K w - - 14 32",333,e8d8,8,211.0
"r3kb1r/2pq1ppp/bp2p3/p1n1P3/3N4/2NPQ3/PP1P1PPP/R1BR2K1 w kq - 4 10",-215,d4e2,8,112.0
"2k5/2p5/1p1r1p2/2r5/1R1p3p/3P3P/5PB1/R4K2 w - - 6 36",328,g2f3,8,157.0
"8/Q2Nk2p/1pp3pb/8/P2KnP2/8/7P/4q3 b - - 2 30",477,e1d2,8,690.0
"1k5r/1pp3R1/p7/3B4/Pb6/3p4/R2Pnn2/1KB5 b - - 0 27",124,e2c1,8,182.0
"1b1q1k1r/1p2npp1/r4n2/1N1pB1Q1/P1P5/6P1/3P2B1/R4RK1 b - - 0 20",260,h8h5,8,30.0
"6k1/6p1/2p2r2/2Qb4/3Pp1qp/4R3/5P1P/Q3KR2 w - - 13 49",419,a1c1,8,491.0
"rn1qkb1r/1p3b1p/2p2np1/p4p2/2P2B2/PNNP2PB/1P5P/R2QK1R1 b kq - 0 12",104,f8e7,8,-46.0
"5k1r/p3np2/Np3n2/4p2p/7R/1P2PP2/P2P4/4KB2 w - - 1 15",44,h4c4,8,108.0
"8/5pk1/r2pn3/2p1rp1R/2P4P/4P1P1/4BP2/3R1K2 w - - 2 37",265,e2f3,8,31.0
"rn3rk1/pN2qp2/2p1p1p1/P6p/1p1P4/1PP2Q1P/5PBb/R4R1K w - - 0 18",54,h1h2,8,225.0
"8/6pk/p7/1r1R1b2/2p2P1p/5N1P/6P1/6K1 w - - 0 41",-66,d5d6,8,-63.0
"8/5k2/8/4n3/p7/2N5/2K5/8 b - - 5 75",13,e5d3,8,150.0
"6k1/4nppp/1r6/pp2PP2/3rBB2/7P/PP3P2/4R1K1 w - - 3 20",-69,f4c1,8,122.0
"4r1k1/p7/1p1q4/6p1/P1PPp2p/4Qb2/R4P2/2B3KR b - - 3 28",-141,e8e7,8,-102.0
"r2qkb1r/1p1b1pnp/p3p1p1/n2pP3/3P3P/P1NB1PP1/4NK2/1RBQ3R b kq - 0 12",31,h7h5,8,-29.0
"5bk1/1r3bpp/5n2/3p1P2/1N1q1NP1/B3R3/8/2R3K1 w - - 0 29",-452,b4d5,8,-413.0
"rn3rk1/p7/1pp3p1/6P1/2n1N3/4B3/PPP1N3/R1K4R b - - 0 18",-277,c4e3,8,-258.0
"8/3k1pp1/4p3/b6p/P2P1n2/Br6/2RP1PPP/3R2K1 w - - 5 30",407,a3f8,8,391.0
"3r2k1/6p1/4r3/3n1pq1/2Q1p3/1P4P1/P2P2P1/R4N1K w - - 1 31",-530,h1g1,8,-234.0
"4r1k1/8/8/8/P3p3/2B3P1/1P5r/2KR4 b - - 0 41",0,e4e3,8,-49.0
"8/8/2k3p1/6Rp/2P1b2P/7r/4K3/8 w - - 3 37",-469,c4c5,8,-388.0
"k6r/3b4/P2qpR2/P2p1Q2/1p1P4/2P3p1/4B1K1/1R3N1r w - - 0 28",187,f5f4,8,406.0
"5k2/p4p2/2B2n1p/2P5/1P1PpP2/P6P/2r3r1/R4K1R b - - 6 35",501,f6h5,8,40.0
"8/p3kpp1/1p1p4/3PrP1p/1PP1nR1P/P2K4/4BP2/8 b - - 19 37",-42,e4f6,8,-93.0
"r1r3k1/5pp1/1Rn2n1p/1Nppbq2/5P2/3P4/1P4BP/2BQ1RK1 b - - 0 20",245,e5d4,8,90.0
"8/2p1k3/3Rb1q1/8/1p3Q2/8/r4PP1/4R1K1 b - - 0 29",231,c7d6,8,-135.0
"r3kr2/1p2q3/4bpP1/p2pp2Q/P2B4/2P2R2/2P3PP/4R2K b - - 0 29",-130,e7g7,8,-192.0
"4k3/2p1n2r/p3p3/1b2Ppp1/4N3/4P1PP/Pr3RB1/3R2K1 b - - 0 19",-129,b2f2,8,4.0
"4Bk2/1pp5/6R1/p2PP2p/P1KP4/5r1P/3r1b1P/2R5 w - - 1 28",-226,c4b5,8,347.0
"8/k7/1p2pR2/pB1p3b/Pb1P3r/1P6/2K5/2B5 w - - 0 42",-5,f6h6,8,-91.0
"r1bq1rk1/1p2npp1/2p4p/3p1n2/Pb1Pp3/1NN1P1P1/1BP1BP1P/R2Q1K1R b - - 8 17",259,b7b6,8,153.0
"8/p1p4q/2p4k/2P1Pr1p/P3Qbb1/8/1B6/1K3R2 b - - 4 31",476,f4g5,8,421.0
"3rr1k1/p4pp1/3n3p/2N5/1P6/P4Q1P/2q2PP1/3R1BK1 w - - 2 28",-181,g1h2,8,116.0
"7r/2p2k2/3p3B/3p1PP1/1P1P3K/p1P5/P4R2/1b6 w - - 3 42",333,h4g3,8,268.0
"1rb2rk1/p1R5/3p4/2pPb1Bp/3n2pP/P1NB4/1P4P1/1K2R3 w - - 5 23",191,e1e5,8,185.0
"r2qkb1r/p4ppp/4pn2/1P6/1n1p2P1/5P2/1BPP1N1P/R2QK1NR w KQkq - 1 9",-8,g1e2,8,-25.0
"2bq1r1k/R6p/1r1b4/2p1n3/3p1p2/3P1N1B/5P1P/Q3RK2 w - - 4 26",-385,e1e5,8,-228.0
"2r3rk/3b3p/R4n1p/2p2p2/2nP4/2N3P1/P1P2PB1/4R1K1 b - - 0 22",247,c5d4,8,149.0
"r1b2rk1/pppn2bp/4pnp1/P7/5P2/6PP/1PP3B1/R1BNK1NR w KQ - 1 11",70,d1c3,8,42.0
"2bqk3/1p3r1p/4r1p1/p3Bp2/P1Np4/1Q4P1/1PP3P1/5RK1 w - - 5 19",-130,b3b5,8,-74.0
"8/7r/7P/3k4/8/8/8/7K w - - 2 52",-485,h1g2,8,-308.0
"rn3rk1/qp2bpp1/4pn2/2Pp3p/5B1P/P2PPPP1/3QN3/RN2K2R b KQ - 0 14",92,a7c5,8,80.0
"5k2/1p2pp2/7p/4P2P/3q4/1K2Nn2/1P3Q2/8 b - - 5 37",479,f3e5,8,221.0
"r1b1kbr1/1p3p1p/p7/4q1p1/1n1NN3/4P3/PQ3PBP/3R1RK1 b q - 4 16",-110,f8e7,8,1.0
"6r1/6P1/2p1k3/4pbRp/1Pp1N2P/r1P1K3/8/2R5 b - - 3 39",-211,a3a2,8,-119.0
"2r5/p2ppk1p/4qnp1/1Q6/P4R2/2N1P1PP/P1KP4/8 b - - 6 22",16,e6a2,8,-188.0
"3q4/5kp1/4p3/3b1ppP/3Q1P2/4P1R1/3P1K2/3r1B2 w - - 0 34",152,f1e2,8,73.0
"8/8/6Bp/4k2P/1p6/p6r/K4R2/8 w - - 25 58",22,f2d2,8,-36.0
"4R3/8/8/5kp1/4p2p/3r2PK/8/8 w - - 0 53",-479,e8f8,8,-331.0
"r5k1/3p3p/1pbqpp2/n4p2/2P2P2/4N3/1Q2B1PP/1N1R2K1 b - - 0 19",-134,d6f4,8,-16.0
"r2b1rk1/5q2/bp1p1np1/2nPp1Bp/2P1P2P/2N2P2/1R1QB1P1/R4NK1 b - - 2 24",-232,f6d7,8,-175.0
"1rq2r2/Rp2ppk1/2bp1np1/8/3N4/1PN4P/1P1Q1PP1/4K2R b - - 2 17",310,c6g2,8,8.0
"4r3/1p4pk/1p5p/3RP3/1P3R1P/8/2PKN2r/8 b - - 2 26",-489,g7g5,8,-313.0
"8/4rkpp/5n2/8/6P1/8/6KP/2B2R2 b - - 0 32",10,f7g6,8,81.0
"2b2r2/5k2/2p2p1p/P2n4/2B5/4P3/2nP2PP/1R3RK1 w - - 1 19",516,e3e4,8,300.0
"8/8/1pB2k2/5p2/7p/2r1bP1K/6R1/8 w - - 10 48",-222,c6d7,8,-350.0
"3r4/5k1p/p4pp1/3P4/P3RP2/7P/5KP1/8 w - - 5 34",54,e4d4,8,135.0
"8/p1pp1rk1/6p1/3Pq2p/1P6/P2RP2P/6B1/6K1 b - - 5 29",699,e5a1,8,611.0
"r3kb1R/ppp1qpp1/2n5/3pp1N1/5P2/PP2P1p1/1BPPN1P1/2KR4 b q - 1 17",242,e8c8,8,148.0
"r2k1b1r/2p1n3/1p1n2q1/p2P4/P1N1N1p1/R2Q1p1p/1PP2P2/2BK3R w - - 0 21",-78,c4d6,8,-110.0
"r4rk1/pp2b1p1/4pn1p/2pp4/5B1P/P1N1P3/1PP1BPP1/R3K3 b Q - 1 14",222,a8d8,8,129.0
"1k1r3r/1bp1qpb1/pp5p/1N1n2p1/1PQ1P3/P4P2/R3B1PP/2B1K2R w - - 0 17",-292,b5d4,8,-80.0
"r3k2r/1pB1p3/q6b/pNpP1p2/P1P1p1n1/8/1P2QPp1/R3K1R1 w Qkq - 0 17",-15,g1g2,8,-2.0
"8/1pk4r/6R1/4N3/P3K1Pp/1r6/8/8 w - - 2 49",-435,g4g5,8,-92.0
"6k1/1p3r2/1p2Q3/6q1/3B4/8/rPB5/7K w - - 1 34",410,e6c8,8,-332.0
"2R5/8/1k1P3p/p5rP/5p2/Bp6/1P3r2/7K b - - 7 60",523,f2d2,8,607.0
"8/p7/1p3pPk/1Pp4P/P1Pq4/1KQ5/8/8 b - - 11 43",46,d4d1,8,-92.0
"8/5pk1/6Pp/8/5r2/2R4P/5PK1/8 w - - 0 33",13,g6f7,8,80.0
"b2q1rk1/5ppp/1pp2n2/4n3/1b1p4/2N1P3/2PP1NPP/2BQKB1R w - - 0 10",-292,e3d4,8,-318.0
"r1br2k1/1p3pp1/p1n4p/8/P4p2/2RB4/1P1N2PP/5R1K b - - 2 16",372,g7g5,8,231.0
"6r1/2k5/2r5/pp4P1/5R1P/1b6/8/1K2R3 w - - 0 34",-330,h4h5,8,-116.0
"8/3k4/6n1/6P1/8/8/3K4/8 b - - 4 62",2,d7d8,8,185.0
"1r3b1k/2r2pp1/4p2p/2p1P2P/q2pQ3/3RP1PK/5P2/2BR4 b - - 0 36",94,b8b3,8,-8.0
"4r3/1k4pp/1pR5/p7/7P/Pr1N2B1/8/R4K2 w - - 1 27",350,c6c7,8,197.0
"1r6/5pkp/6p1/8/3qR3/5P2/4BPK1/8 w - - 0 34",334,e4d4,8,-790.0
"8/ppp5/2krQ3/8/3B4/q1P1K3/P4P2/6Nb w - - 4 30",0,e6e8,8,-115.0
"rk1q2r1/ppp5/2n4p/2b2B2/5P2/2P2QPP/PP1B2K1/3R4 b - - 4 24",411,a7a5,8,231.0
"6R1/7p/3pk2P/p7/P1PK4/8/6p1/5b2 b - - 0 41",-169,e6f5,8,273.0
"7r/4k2p/5p2/2b2p2/b7/3B3P/5RP1/3R2K1 w - - 0 23",11,d1e1,8,38.0
"2q4k/p1N1nr2/b1p4p/3pP3/Pr5P/4PP2/1PQN4/R3K1R1 w - - 1 21",362,e5e6,8,246.0
"r2q3r/1p1b2k1/3b2p1/Pp1PN3/1p2RPp1/1P5P/5P2/R1BQ2K1 w - - 0 18",396,e5d7,8,150.0
"2r5/3p1k2/p2Qpn2/5p2/2P5/2N3rq/PP2B1b1/3RK1R1 w - - 0 28",-172,e2h5,8,36.0
"1r1q1rk1/1p2bpp1/p1npbn1p/2p1p3/P3P3/2NPB2P/1PPNBPP1/R2Q1RK1 b - - 0 10",43,b7b5,8,-29.0
"3k1b1Q/3n4/5p2/1p3N2/2pPp1q1/8/P1R1RK2/3r2N1 w - - 8 41",-40,f5g3,8,301.0
"2kb2r1/5bP1/p7/1pp2P2/5PP1/NP2r3/PBP5/1K1R3R w - - 0 28",687,f5f6,8,564.0
"r4rk1/1p2b1p1/4qn1p/8/1pPP1R2/1Q3NPP/3N1PK1/1R6 b - - 2 20",-112,a8a3,8,13.0
"4r2r/1ppk2pp/p2bpp2/8/1P2R3/2BP2P1/1P5P/1K2R3 w - - 4 22",-439,e4g4,8,-111.0
"8/p5R1/Pp1k4/5q2/3B4/4K1PP/8/8 w - - 4 51",-37,g7a7,8,-44.0
"r6r/pp2k2q/2npPb1p/2pQ4/2P2B2/6RB/PP5P/5RK1 b - - 6 22",-364,a8d8,8,-350.0
"1r4k1/2p2b2/8/3Pp1p1/1b2B3/6N1/P1p2B1P/1R4K1 w - - 0 31",489,e4c2,8,95.0
"r1b1kn2/1pq1bp2/p1pp3r/4p1pn/3PP3/1BN1BP2/PPPQNR1P/R6K b q - 1 13",148,h5f4,8,-56.0
"6k1/p2r1q1p/p1b2pp1/5r2/2PB1N2/1Q6/P2R1PP1/6K1 w - - 3 31",-282,d2d3,8,-117.0
"2k5/8/pp2p3/2p2p1p/2Pn1P2/PP1N2PP/8/2N2Kb1 b - - 2 28",44,g1e3,8,102.0
"r3qbkr/pp5p/2pp1n1p/4n3/7R/P1N2NP1/1P2QP2/R1B2K2 b - - 1 16",66,e5g6,8,99.0
"r5k1/2pb1ppp/3b2r1/P7/3B4/P3PP2/3P1KPP/R6R w - - 1 22",-279,d4c3,8,-166.0
"8/5n2/4b2p/8/4kNPK/4Pp2/5P2/8 b - - 29 74",175,e6d7,8,401.0
"rnb1kbnr/pp3q1p/2pp4/4p1B1/2N1PNp1/2Q4P/PPP2PP1/R2K1B1R b kq - 0 10",-51,h7h6,8,-104.0
"8/8/5K2/1QP1p2p/3p4/k7/7r/8 b - - 0 56",-397,e5e4,8,-256.0
"4r2k/p6p/2b5/4qp2/3R4/7P/1P3PP1/3Q2K1 w - - 1 29",-221,d4d6,8,-215.0
"5r2/1r5k/8/6p1/6N1/4P3/R4PK1/8 b - - 27 67",19,h7g8,8,79.0
"r5k1/p4pb1/1pr1p1p1/3q2Pp/3pR2P/P2P2B1/1PP2P2/1R1Q2K1 w - - 3 18",-194,e4e2,8,35.0
"7r/4p2p/1pk1np2/p1p5/P1P2P1n/2P5/4KP1P/4RNR1 w - - 10 27",310,g1g4,8,206.0
"5r1r/1kp5/4p3/RPb1p2p/3BP1pP/3P2N1/1Q3qP1/3K3R b - - 0 32",234,c5d4,8,-112.0
"2q1k2r/2pp2p1/1p1P1p1p/4n3/4P1P1/1PQ5/P1P3BP/5RK1 b - - 0 17",-66,e8d8,8,-195.0
"1r2qrk1/1bppb1p1/np3n1p/p2N2P1/2PpP2P/P2B4/1PQBN3/1K1R3R b - - 0 15",-193,f6g4,8,50.0
"3r4/PP6/2R3pk/8/8/8/1K1p2p1/3Rr3 b - - 0 47",215,g2g1q,8,36.0
"r6r/1p1n1kpp/p1b1pp2/P7/4P3/2P1B2P/2PN1KP1/RR6 w - - 0 19",-48,b1b4,8,71.0
"r2qk2r/1bp1b3/pp2p2p/1P1pP2P/P5P1/1nPP3R/3BQ1B1/RN2K3 w Qkq - 1 16",-104,b5a6,8,127.0
"2r3k1/4bp2/5npp/4qb1P/1P1N4/4PB2/1QP3R1/2KR4 w - - 5 28",255,h5g6,8,41.0
"1k5r/2q2pp1/p3b3/3r2N1/PpNp4/1P1P3p/2P2Q1P/1K1R1R2 b - - 0 24",-56,d5g5,8,-239.0
"2bq1bnr/rkN2ppp/1pp2n2/p7/P1BPp3/6B1/1PP2PPP/R2QK1NR w K - 5 9",31,c4f7,8,118.0
"4k2r/q3bppp/2n1p3/2Pp3n/3P3P/5P2/1P1RN2B/3QK3 b - - 2 18",556,g7g6,8,288.0
"8/3B4/8/6p1/1b1k4/p7/K7/8 w - - 8 71",-403,a2a1,8,-286.0
"r1b1k2r/pp1p1ppp/3p1n2/3Pp3/2P5/3BB2P/PP3PP1/R3K2R b KQkq - 0 13",-67,b7b5,8,-45.0
"r3r1k1/5ppp/P3qn2/R1p5/3P4/1PP2NbP/1K4P1/1N1Q1R2 w - - 0 24",213,d4c5,8,70.0
"2rqk2r/pp2b1pp/3p4/3Bp1P1/b2p4/3P3P/1PPBQP2/2KR3R w - - 1 13",-98,d5c4,8,192.0
"1rb2rk1/2pp2p1/2nqp3/p4p1p/P2P2nP/2Q1PN2/1P1NBPP1/2R2RK1 w - - 0 13",72,e2b5,8,119.0
"7Q/4kp2/2pr1q2/1p4p1/3P1bP1/2K5/3P4/1R5R w - - 8 48",113,h8f6,8,-58.0
"q5k1/1p3pp1/1R3n1p/P1p2P2/2N5/3r2P1/3B3P/4R1K1 b - - 1 24",359,h6h5,8,108.0
"5bk1/p2r4/1p4p1/2pnN2p/P2p3P/1R4P1/3B1P2/1R4K1 b - - 2 37",-360,c5c4,8,-161.0
"2k1r3/5pp1/p1b5/2N4p/4N1PP/4KP2/P1PR3q/1R6 b - - 1 23",254,h2g3,8,117.0
"8/pk2q1p1/1pn5/2p5/2PpQ1P1/P2r4/P7/R1B1nK2 w - - 0 24",-454,e4e7,8,-420.0
"k1r1b2R/8/1p1Bp3/pP1pPp2/P1pr4/8/2B5/4K3 w - - 0 47",-283,h8f8,8,-238.0
"r7/1pp1k1pp/4b3/pPP1p3/P2rP2P/4K3/6P1/RN5R b - - 2 20",233,a8d8,8,73.0
"4r1k1/R6R/8/2N1p3/1n1p4/3P4/2r5/4K3 w - - 6 33",15000,a7g7,8,23.0
"8/8/8/8/1P6/6Kp/8/3k4 w - - 0 62",677,b4b5,8,-36.0
"6kr/3nppbp/3p2p1/1N1P4/2P2P2/3bB3/q2N2PP/2Q1K2R b K - 0 20",313,g7b2,8,139.0
"8/8/8/5kpp/5b2/8/2r5/4R2K b - - 4 57",561,c2c8,8,847.0
"3r3r/pp3k2/5q2/7P/P1P3Q1/1P2R1P1/4B3/2B1K2b b - - 0 23",-176,h8e8,8,-32.0
